clean_comment,sentiment,rate
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh cửa hàng phục vụ rất tốt bo ao cuc ki de thuong mac thoang mat,POSITIVE,5
form áo nhỏ hơn so với kích cỡ thông thường,NEGATIVE,2
chất lượng thì khỏi bàn quá tuyệt vời,POSITIVE,5
cửa hàng giải thích cho mình được không,NEUTRAL,3
form hơi nhỏ ạ,NEGATIVE,2
quần lên from chuẩn rất đẹp,POSITIVE,4
giá thì rẻ,NEUTRAL,3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền rất đáng tiền cửa hàng phục vụ rất tốt,POSITIVE,5
quần thì size áo thì như size bé tí đóng gói sản phẩm rất đẹp và chắc chắn,POSITIVE,4
chất không phải 100 cotton và hơi mỏng,NEGATIVE,2
tương đối ổn,POSITIVE,5
mình đặt đôi màu xanh biển gót đỏ,NEUTRAL,3
đường may giữa hai màu không thẳng lệch mất khoảng 5cm,NEGATIVE,2
giao hàng rất nhanh luôn,POSITIVE,5
nhưng đóng gói hàng ẩu,NEGATIVE,2
cửa hàng bán hàng có tâm,POSITIVE,4
rất hài lòng cho cửa hàng 10 sao,POSITIVE,5
chúc cửa hàng đắt hàng nhé,POSITIVE,5
mình 55kg mà mặc size còn hơi rộng nên các bạn mập hơn không lo nhé,POSITIVE,5
size ma be nhu size,NEGATIVE,1
nhưng trc mắt có vẻ ổn,POSITIVE,4
quần có hai caia bị lỗi còn lại ưng lắm,NEUTRAL,3
giao hàng rất nhanh đáng tiền để bạn mua ák,POSITIVE,5
mỗi tội áo bị chật,NEGATIVE,2
rất hữu ích rẻ phù hợp,POSITIVE,5
sao nhựa bình thường không có dạ quang,NEUTRAL,3
chất lượng đẹp khá là hài lòng,POSITIVE,5
hàng đẹp lắm đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt nhưng có điểm trừ là thời gian giao hàng chậm,POSITIVE,5
hàng như hình nhưng chất lượng vải rất xấu size áo quá khác so với khung kích thước,NEGATIVE,1
giày bị cứng may còn lỗi,NEUTRAL,3
bố khen áo đẹp,POSITIVE,4
áo đẹp lắm cửa hàng nhé,POSITIVE,4
vải mịn họa tiết giống mẫu,POSITIVE,5
áo siu yêu nhé,POSITIVE,5
áo rất mỏng đóng gói sản phẩm chắc chắn cửa hàng phục vụ tốt,POSITIVE,5
đường may kỹ,POSITIVE,5
mạng lúc có lúc không,NEGATIVE,1
bình sữa xinh nhưng khá to và nặng so với size 160ml giao hàng chậm,NEGATIVE,2
mặc bị co hết lên,NEGATIVE,1
áo dày dặn chất đẹp lại rẻ,POSITIVE,5
hơi thất vọng,NEGATIVE,2
áo đẹp không có gì để phê bình cả,POSITIVE,4
mỗi tội sản phẩm bị rách và may lỗi thôi,NEGATIVE,2
lại còn có quà tặng dễ thương nữa,POSITIVE,5
cảm ơn store for item,POSITIVE,5
cửa hàng phục vụ tốt đáng đồng tiền đường chỉ may hơi rối,POSITIVE,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm chắc chắn cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh,POSITIVE,5
không có vỏ bao đàn,NEGATIVE,2
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền rất đáng tiền rất đáng tiền,POSITIVE,5
mình có delay hàng lần nhưng shipper rất thông cảm và giao hàng đúng hẹn,POSITIVE,5
ghi chú và cả inb bảo mua 2c màu da kết quả nhận 1c da 1c đen kiến nghị shoppee thêm phần ghi chú lúc in đơn nhé dặn dò đã đời xong in ra méo có vãi hệ thống shoppee,POSITIVE,5
tam được,NEUTRAL,3
fom anh hơi nho,NEUTRAL,3
đóng gói sản phẩm rất đẹp luôn,POSITIVE,5
áo đẹp chất dày mịn moi nguoi mua dj không hốj hân dau,POSITIVE,5
hàng rất ổn thank sop mình mua hộ bạn mình 2cai bạn mình người rất thích,POSITIVE,5
muốn đổi trả giao sai mẫu chán cửa hàng quá,NEGATIVE,2
đường chỉ may bị súc,NEUTRAL,3
yếm đen hơi ngắn,NEUTRAL,3
lần đầu mua của cửa hàng cực kỳ ưng ý cửa hàng giao hàng vừa nhanh,POSITIVE,5
áo hình nhé đẹp lắm từ khi gửi hàng thì cách ngày là mình nhận được rồi,POSITIVE,4
giặt thì bị lem màu ra,NEUTRAL,3
cái này giặt mấy lần chắc tróc sơn mặt trước ra hết quá,NEGATIVE,2
là lần đầu tiên gặp dược cửa hàng bán hàng chất lượng và đẹp,POSITIVE,4
hàng giống dẻ rách cửa hàng phục vụ rất kém chất lượng sản phẩm rất kém,POSITIVE,5
hàng đáng với giá tiền chủ cửa hàng dễ thương lắm luôn,POSITIVE,5
không đúng size,NEGATIVE,1
nhận hàng song mà thất vọng tràn trề màu son gì mà giống màu mắm ruốc lâu năm da bị hư người may là mua lúc giảm giá 9k,NEGATIVE,2
chiếc áo xinh xắn giao hàng rất nhanh cửa hàng rất nhiệt tình và dễ thương,POSITIVE,5
mă bi rô người hiuhiu,NEUTRAL,3
nào ngờ về ktr lại thì phần tay áo của cái áo trắng được cắt vuông vức thế này đây mặc vào nhìn rất kì kiểu như mới bit cắt may áo vậy so sánh cái áo đen mình mua cửa hàng khác thì tay áo họ làm cong mặc vào rất đẹp hk bit cái này cửa hàng có cho đổi hk,NEGATIVE,1
tay áo to quá trời,NEGATIVE,2
vải thun hình,NEUTRAL,3
áo này chắc 40kg trở xuống mới mặc được,POSITIVE,5
áo form nhỏ,NEUTRAL,3
mua đôi cùng mẫu ạ giày đẹp lắm,POSITIVE,4
hơi mỏng,NEGATIVE,2
khăn đẹp áo đẹp,POSITIVE,5
rất đáng tiền thời gian giao hàng hơi lâu,NEUTRAL,3
cửa hàng nên cho lộn xộn mùi để người mua có nhiều sự lựa chọn,NEUTRAL,3
thời gian giao hàng nhanh sản phẩm rất đẹp giống hình,POSITIVE,5
ck thì vừa nhug mih thì không,POSITIVE,4
không chắc có phải hàng mới không nữa,NEGATIVE,2
đành liều đặt quần ở đây,NEUTRAL,3
đều màu môi,NEGATIVE,1
đánh lên mướt và không bị khô môi,POSITIVE,5
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh hàng đẹp,POSITIVE,5
áo đẹp ấm form còn rộng nữa chị chủ cửa hàng nch nhiệt tình hihi,POSITIVE,5
giao sai màu đã đặt,NEGATIVE,2
áo đẹp lắm chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh,POSITIVE,5
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền rất đáng tiền,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt,POSITIVE,5
mặc nhà ổn,POSITIVE,4
hình như hết hạn rồi vì màu bị đậm lại mùi thì nồng vl,NEGATIVE,2
đóng gói cận thận vad giao hg nhanh,POSITIVE,5
chất lượng sản phẩm khá tốt màu tươi váy mặc thoáng,POSITIVE,5
nt thì kêu mặc rộng như mẫu mặc,NEGATIVE,2
sản phẩm tốt giống mẫu giao hàng hơi chậm trễ so với tiến độ,POSITIVE,4
cửa hàng cung nhiệt tình nữa,POSITIVE,5
váy đẹp mỗi tội hơi rộng so với mình cửa hàng phục vụ rất tốt,POSITIVE,4
nhưng dây cao su để đức quá cửa hàng ơi,NEUTRAL,3
thời gian giao hàng rất nhanh nhưng vải hơi cứng có vài chổ bị lem màu,NEUTRAL,3
khá là ưng,POSITIVE,5
giao hàng cực lâu,NEGATIVE,1
cửa hàng đóng gói cực kì cẩn thận,POSITIVE,4
đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt ổn trong tầm giá,POSITIVE,5
đồ chất đẹp mát giá rẻ so với chất lượng,POSITIVE,5
quần chất lượng tốt mình mặc vừa in rất rất là ưng,POSITIVE,5
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời rất đáng tiền nếu ai mua roi sẽ thích và muon mua nua cung bất ngo lm áo thật sự rất đẹp,POSITIVE,5
quần nhìn rất hời hợt rất bé đằng sau khi mặc thì lọt khe,NEGATIVE,2
giờ chẳng biết làm gì với chúng nữa,NEUTRAL,3
mặc không vừa hứa cho đổi lại,NEUTRAL,3
ao rat dep vai rat tot chất lượng sản phẩm tuyệt vời,POSITIVE,5
sản phẩm rất giống hình rất đẹp mình rất thích,POSITIVE,5
tay áo không dài như hình,NEGATIVE,2
cửa hàng như cứt ý,NEGATIVE,1
thảm đẹp ô kê,POSITIVE,4
hàng đẹp ảnh chụp ảo hàng thật xấu hơn hình chụp,NEGATIVE,1
hàng chuẩn hình,POSITIVE,4
giày siêu siêu đẹp sẽ ủng hộ nữa ạ,POSITIVE,5
vải đẹp huyền huyền ảo ảo rất thích,POSITIVE,5
gói hàng đẹp giao hàng nhanh,POSITIVE,5
gói hàng đẹp dễ thương lắm ạ,POSITIVE,5
em cảm ơn cửa hàng,POSITIVE,5
áo dầy dặn đẹp đáng công sức chờ đợi order ạ,POSITIVE,5
chat luong tuyet voi thoi gian giao hang nhanh,POSITIVE,5
hàng rất đẹp đóng gói sản phẩm chắc chắn cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh cảm ơn cửa hàng,POSITIVE,5
đặt mua lót gót để dán chống rộp gót cổ chân thì gửi lót đế bàn chân,NEGATIVE,1
gói hàng kỹ khi mình nhận được cảm giác giống được tặng quà,POSITIVE,5
sản phẩm gói dẹp chắc chắn sản phẩm xai ổn,POSITIVE,5
chất lượng sản phẩm tạm được,NEUTRAL,3
thoi gian giao hoi chậm nhung sản phẩm ổn,POSITIVE,4
mẫu sao này rất xinh dán chỗ nào người thấy cưng,POSITIVE,5
hình xinh yêu mềm mịn like,POSITIVE,5
ghi màu đỏ nhưng giao cam vàng màu ngoài rất chóe,NEGATIVE,2
mọi người lưu ý khi mua hàng của cửa hàng này,NEGATIVE,2
chất lượng sản phẩm tuyệt vời lên mua thêm đôi nữa,POSITIVE,5
đẹp lăms nhưng vải hơi mỏng mà màu đen nên cũng không sao chất lượng sản phẩm tuyệt vời,POSITIVE,5
sản phẩm đúng mẫu như hình,NEUTRAL,3
chất vãi hợp với số tiền hơi mỏng tí nhưng củng ổn cửa hàng phục vụ rất tốt thời gian giao hàng nhanh,POSITIVE,4
cái áo trong hình thì dài mà giao như áo nửa lưng thất vọng ae đừng mua nhé buôn bán cho đàng hoàng vào cửa hàng bán như quần,NEGATIVE,2
sản phẩm chính hãng,POSITIVE,4
vãi ổn mặc mát dễ chịu,POSITIVE,5
cho viên tẩy vào xong bồn cầu nguyễn vân vẫn nguyên,NEGATIVE,2
chất lượng sản phẩm tuyệt vời áo đẹp lắm,POSITIVE,5
son có màu hồng cánh sen hơn là đỏ,NEUTRAL,3
sản phẩm rất tốt cảm ơn cửa hàng cửa hàng phục vụ rất tốt,POSITIVE,5
chất lượng sản phẩm tuyệt vời rất đáng tiền ha người order ma cu người nhanh ghê va bao đe chưa bao giơ mua anh online ưng như ca na,POSITIVE,5
nhưng liên hệ người bán thì dùng dằng mất thời gian không chịu giải quyết,NEGATIVE,1
chất liệu vải đẹp giống hình,POSITIVE,5
bạn cửa hàng khá tốt nt lịch sự và màu gửi người ổn,POSITIVE,5
hàng người ổn đế hơi nhiều keo chắc do phun keo hay gì nên chắc vài ngày sẽ tự hết,POSITIVE,4
phí giao hàng cap mua hàng trên 200 mà vẫn mất phí,NEGATIVE,2
đệm mỏng người tạm được mặc bó chặt,NEUTRAL,3
giao hàng nhanh rất hài lòng,POSITIVE,5
sản phẩm đẹp rất đáng tiền,POSITIVE,5
ủng hộ cửa hàng thường xuyên cửa hàng phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn,POSITIVE,5
chất lượng sản phẩm tuyệt vời chị chủ toẹt vời,POSITIVE,5
sản phẩm vượt mong đợi nhưng dây hơi ngắn,POSITIVE,4
đáng yêu thật sự,POSITIVE,5
vẫn sẽ ủng hộ cửa hàng vì sản phẩm tốt,POSITIVE,5
dán lên rất ăn và nhanh,POSITIVE,4
giá cả phù hợp,POSITIVE,5
cửa hàng phục vụ rất kém cố tình gửi sai hàng cho khách bán hàng không tâm đức,NEGATIVE,1
chất lượng sản phẩm tốt vải mịn đúng size,POSITIVE,5
nhưng phần đệm ngực bị xẹp mất form,NEGATIVE,2
excellent packaging,POSITIVE,5
chất lượng tốt nhưng ngoài bao thì viết size mà bên trong áo thì viết size nên mình không biết cửa hàng cho phải gửi nhầm size cho mình không nữa,POSITIVE,4
khác màu trong ảnh,NEUTRAL,3
chất lượng sản phẩm ổn thời gian giao hàng chậm,NEUTRAL,3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất ưng ý,POSITIVE,5
cửa hàng phục vụ chu đáo thời gian giao hàng người nhanh nữa nói chung rất hài lòng,POSITIVE,5
vải mềm đẹp lắm,POSITIVE,5
nhắn tin hỏi lần lượt thì mới bảo hết size trong khi giày mình gửi ra đổi thì họ đã nhận được rồi,NEGATIVE,1
chị chủ cửa hàng tư vấn nhiệt tình áo đẹp và chuẩn size luôn,POSITIVE,5
sẽ tiếp tục ủng hộ cửa hàng những sản phẩm khác,POSITIVE,4
chị chủ cửa hàng tư vấn nhiệt tình lại còn giảm giá tặng quà cho mặc dù mình mua lần đầu sản phẩm thì rất ổn quá ưng ý luôn,POSITIVE,5
không đẹp cho lắm,NEGATIVE,2
giày thì đẹp tuyệt vời,POSITIVE,5
chu cửa hàng nhiet tinh,POSITIVE,5
áo rẻ mà đường may chắc chắn,POSITIVE,4
chất lượng sản phẩm kém chi tiết đế bị rỗ nhiềul,NEGATIVE,1
tam đuợc đường mày không đuợc chắc chắn,NEUTRAL,3
vẫn xài tốt,POSITIVE,5
chất không đẹp lắm,NEGATIVE,1
rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời,POSITIVE,5
vải xấu mỏng không đẹp cho lắm,NEGATIVE,1
cửa hàng phục vụ tạm được thời gian giao hàng tạm được,NEUTRAL,3
chất xấu và mỏng,NEGATIVE,2
chất lượng sản phẩm tuyệt vời,POSITIVE,5
chất lượng sản phẩm tuyệt vời hơi mỏng nhưng không sao,POSITIVE,5
mơ nhi tươ người nho qu anh mi nh 1m50 43kg sơ ôm sa body qua lô khuyê điê thâ mâ nhưng mă va vư anh form đe va da dă co gia nhé,POSITIVE,4
vày này khỏi chê nhé mấy bạn,POSITIVE,5
cap vay mong,NEGATIVE,2
vải dày đẹp nhưng màu sậm hơn trên hình mà sản phẩm người rất ổn nên mua,POSITIVE,4
đóng gói sản phẩm rất đẹp vải ổn nhưng áo nhìn dơ hơi nhiều,NEUTRAL,3
chưa khi nào mua hàng mà thất vọng như lần này,NEGATIVE,1
áo không giống với ảnh,NEGATIVE,1
đặt đen giao vàng mà chất vải với form người không giống,NEGATIVE,2
kích thước người không được to,NEUTRAL,3
good good,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn hàng tốt giống hình luôn chu cửa hàng rat de thuong khi tang kem them mon qua sieu de thuong,POSITIVE,5
cute lạc lối,POSITIVE,5
tôi không hài lòng,NEGATIVE,1
chất đẹp rất đáng tiền,POSITIVE,5
hàng như hình vừa ý,POSITIVE,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền áo đẹp dày dặn hình,POSITIVE,5
giờ rảnh mới có time đánh giá sh sh cskh nhiệt tình quá mức quy định hà sản phẩm đẹp như sh mô tả đóng gói sản phẩm ổn,POSITIVE,5
ma giô người hi nh đê châ va mi nh không thi ch lă,NEUTRAL,3
rất không đáng tiền áo quá mỏng mực in dỏm hàng kém chất lượng,NEGATIVE,1
áo xinh lắm các mẹ ơii,POSITIVE,5
chất lượng sản phẩm tuyệt vời màu đẹp vải mềm,POSITIVE,5
sản phẩm giống trong hình,NEUTRAL,3
bị cấm mua trên mạng luôn,NEUTRAL,3
chất lượng sản phẩm rất kém đóng gói thì ổn tôi khuyên các bạn không nên mua sản phẩm này,NEGATIVE,1
kiểu dáng giống hình chất người khá ổn,POSITIVE,4
hàng mới nhận váy đen bị rách ít ở phần cổ tay chịu khó may lại chắc người ổn,NEGATIVE,2
tai nghe âm thanh rất kém,NEGATIVE,1
chất lượng sản phẩm tốt so với giá thành,POSITIVE,4
va quâ hơi thô,NEGATIVE,2
hơi sươ nhé thôi chất lượng sản phẩm tuyệt vời rất đáng tiền,POSITIVE,5
dây đẹp chất lượng tốt,POSITIVE,4
cửa hàng phục vụ rất tốt chất lượng sản phẩm tuyệt vời rất đáng tiền thời gian giao hàng rất nhanh,POSITIVE,5
không có hàng,NEGATIVE,2
hạn sử dụng mới không có vấn đề gì cảm ơn cửa hàng,POSITIVE,5
lần thứ mua hàng của cửa hàng vẫn ưng,POSITIVE,5
